Ticker,Name,Trading Days,Expected Annual Return,Annual Volatility
600900.SS,长江电力,725,0.08952790411614255,0.18693147361518694
601318.SS,中国平安,725,0.011067355414656997,0.28569079942073106
600519.SS,贵州茅台,725,-0.10326826386396189,0.264125828098314
600887.SS,伊利股份,725,-0.1039451821454189,0.25127852545126556
600036.SS,招商银行,725,-0.07203435746492405,0.28986788347339126
