Date,Integer ILP,Maximum Sharpe,Minimum Variance,Equal Weight
2025-05-22,0.0,0.0,0.0,-0.002041018157128871
2025-05-23,-0.01740251369642276,-0.017402513696422983,-0.011861527245548453,-0.010512049264745249
2025-05-26,-0.02223654527876251,-0.02223654527876251,-0.016303202271827022,-0.013593737124989791
2025-05-27,-0.02481469545601034,-0.024814695456010227,-0.019464442251101333,-0.016185348315933767
2025-05-28,-0.016113438607799013,-0.01611343860779857,-0.012799141431061978,-0.01373594351050178
2025-05-29,-0.02384788913954239,-0.023847889139542167,-0.0207218637005403,-0.018627797169540883
2025-05-30,-0.026748308088946238,-0.026748308088946016,-0.024962873168007826,-0.023275831133406588
2025-06-03,-0.028359651949726006,-0.028359651949725895,-0.02517346030787304,-0.019008353531098865
2025-06-04,-0.03673864002578153,-0.03673864002578131,-0.030123748671245676,-0.02037342085062932
2025-06-05,-0.03963905897518527,-0.03963905897518505,-0.033363049912649934,-0.02072032687753589
2025-06-06,-0.033515952304221774,-0.03351595230422155,-0.03869462407678648,-0.032106003022398966
2025-06-09,-0.033838221076377684,-0.03383822107637746,-0.03994518498599042,-0.03214157526317618
2025-06-10,-0.032226877215597804,-0.032226877215597693,-0.04142298829335622,-0.03568602702333079
2025-06-11,-0.027392845633258278,-0.027392845633258056,-0.03791498809018268,-0.028332170271715307
2025-06-12,-0.027070576861102147,-0.027070576861101925,-0.04125147889454206,-0.03169101695113896
2025-06-13,-0.013213019658395275,-0.013213019658394831,-0.03725795853357006,-0.036008591037534954
2025-06-16,-0.01836932001289071,-0.01836932001289049,-0.03991832484208002,-0.03523833055783343
2025-06-17,-0.011601675797615174,-0.011601675797614952,-0.03503293922699424,-0.032677062104148225
2025-06-18,-0.010312600708991204,-0.010312600708990982,-0.03547870047182644,-0.03577505426043737
2025-06-19,-0.009990331936835295,-0.009990331936835073,-0.036655266344343795,-0.040138856122382105
2025-06-20,-0.02030293264582672,-0.020302932645826388,-0.04101975205038466,-0.03325394543671911
2025-06-23,-0.012246213341927215,-0.01224621334192677,-0.038813141567481724,-0.03289505256744152
2025-06-24,-0.014502094747018912,-0.014502094747018579,-0.03728753625265169,-0.02226883720321504
2025-06-25,-0.004834031582339748,-0.004834031582339193,-0.03018591585134034,-0.01293575025947924
2025-06-26,0.0,0.0,-0.02556543076965101,-0.011454813755693238
2025-06-27,-0.028608164577306416,-0.028608164577306305,-0.04686713186703295,-0.029013628988115325
2025-06-30,-0.03117968498874979,-0.031179684988749345,-0.04827151158715348,-0.03509626609184746
2025-07-01,-0.023786563805850203,-0.02378656380584998,-0.04494191856452301,-0.032817213582158056
2025-07-02,-0.02764384442301515,-0.02764384442301493,-0.045548729089198825,-0.029727319057859747
2025-07-03,-0.03278688524590179,-0.032786885245901565,-0.04871383349931935,-0.031581078390609085
2025-07-04,-0.030536804885888835,-0.030536804885888613,-0.04607761595970994,-0.02550096725587092
2025-07-07,-0.02732240437158484,-0.027322404371584397,-0.04754799145359678,-0.02918483901928437
2025-07-08,-0.03825136612021873,-0.03825136612021829,-0.052541998503512266,-0.027974017105131366
2025-07-09,-0.0363227258116362,-0.03632272581163598,-0.050340782213607715,-0.029684033700548507
2025-07-10,-0.038894246223079465,-0.03889424622307924,-0.050246909201737244,-0.02052929286252414
2025-07-11,-0.02282224365155916,-0.022822243651558938,-0.04253929401249967,-0.025541711000036105
2025-07-14,-0.016072002571520527,-0.016072002571520305,-0.04002715138712576,-0.02683914672982579
2025-07-15,-0.020250723240115787,-0.020250723240115676,-0.04490289299969441,-0.033251050534518045
2025-07-16,-0.024750883960141468,-0.024750883960141468,-0.04690562274511145,-0.034530985807922576
2025-07-17,-0.030536804885888835,-0.030536804885888835,-0.046515958780248945,-0.03141779151926882
2025-07-18,-0.051751848280295776,-0.051751848280295776,-0.0575309500097525,-0.03193761119648797
2025-07-21,-0.051430408228865354,-0.051430408228865354,-0.056226004991394074,-0.03068831809146999
2025-07-22,-0.05625200900032157,-0.05625200900032157,-0.05586995518936555,-0.02875490322149632
2025-07-23,-0.062037929926068824,-0.062037929926068824,-0.058719985923093465,-0.023866948110478625
2025-07-24,-0.06975249116039861,-0.06975249116039872,-0.06250812188621868,-0.022584915439755826
2025-07-25,-0.0758598521375764,-0.07585985213757651,-0.0723014531063284,-0.033574893734653055
2025-07-28,-0.07939569270331093,-0.07939569270331093,-0.07708963333950791,-0.03217196644555054
2025-07-29,-0.07971713275474124,-0.07971713275474135,-0.07876507654169296,-0.03689913938537037
2025-07-30,-0.07746705239472851,-0.0774670523947284,-0.07396037726325222,-0.02733891438938274
2025-07-31,-0.10511089681774355,-0.10511089681774344,-0.09667811451779473,-0.04638448158894959
2025-08-01,-0.10028929604628734,-0.10028929604628745,-0.09358306767981783,-0.04713717176987475
2025-08-04,-0.09546769527483134,-0.09546769527483112,-0.09005446357663494,-0.043962663245053824
2025-08-05,-0.09675345548055292,-0.09675345548055281,-0.08925733254843815,-0.03802436225254335
2025-08-06,-0.10093217614914818,-0.10093217614914829,-0.09228005897717573,-0.040107925625738505
2025-08-07,-0.0980392156862746,-0.09803921568627472,-0.09057710106499695,-0.04015393323415806
2025-08-08,-0.1044680167148827,-0.10446801671488282,-0.09690131683019954,-0.04733310641492072
2025-08-11,-0.10993249758919965,-0.10993249758919965,-0.09685623897348905,-0.045456928048937306
2025-08-12,-0.10768241722918681,-0.1076824172291867,-0.09686291027816174,-0.046237092546489555
2025-08-13,-0.11186113789778218,-0.11186113789778207,-0.10154720215551638,-0.05176498820644482
2025-08-14,-0.1108968177434908,-0.11089681774349092,-0.10160882115274816,-0.04825112765329287
2025-08-15,-0.11186113789778218,-0.11186113789778218,-0.10339379086801337,-0.050904752985440505
2025-08-18,-0.11153969784635165,-0.11153969784635176,-0.10212996902426352,-0.050239101184591406
2025-08-19,-0.11186113789778218,-0.11186113789778229,-0.10146243320580539,-0.05310420574703367
2025-08-20,-0.10993249758919965,-0.10993249758919976,-0.09760700184274484,-0.04590051057388744
2025-08-21,-0.10478945676631313,-0.10478945676631324,-0.09347347461836442,-0.04233575719388438
2025-08-22,-0.1041465766634524,-0.10414657666345262,-0.09147496406167788,-0.03787361549026835
2025-08-25,-0.08871745419479271,-0.08871745419479282,-0.07583366005268055,-0.023452767242290506
2025-08-26,-0.0900032144005144,-0.09000321440051451,-0.07692599990818005,-0.02685684610981065
2025-08-27,-0.10125361620057871,-0.10125361620057871,-0.09074828394444667,-0.04546129426906953
2025-08-28,-0.1041465766634524,-0.1041465766634524,-0.09346048346596914,-0.04675094250248468
2025-08-29,-0.09707489553198334,-0.09707489553198334,-0.08081118903376572,-0.031747253272226716
2025-09-01,-0.10671809707489566,-0.10671809707489566,-0.08992054916721037,-0.044898405977121136
2025-09-02,-0.09321761491481839,-0.0932176149148185,-0.07842578849547444,-0.03297889971620982
2025-09-03,-0.10125361620057871,-0.10125361620057871,-0.08707689292427978,-0.04378791768118173
2025-09-04,-0.09257473481195755,-0.09257473481195766,-0.08075193495301569,-0.04150535325260085
2025-09-05,-0.09771777563484418,-0.09771777563484407,-0.08319311502355797,-0.041067517700241196
2025-09-08,-0.09514625522340092,-0.09514625522340103,-0.07998995964713462,-0.04010177138114235
2025-09-09,-0.0996464159434266,-0.0996464159434266,-0.08010102029403587,-0.03538455047878897
2025-09-10,-0.0996464159434266,-0.0996464159434266,-0.07904691468178915,-0.03374888948353727
2025-09-11,-0.09996785599485702,-0.09996785599485702,-0.07717958425727967,-0.027570896215173835
2025-09-12,-0.10221793635486986,-0.10221793635486998,-0.08271065090828833,-0.03895780862764198
2025-09-15,-0.10639665702346512,-0.10639665702346535,-0.08590390469223175,-0.04271479522294963
2025-09-16,-0.10864673738347796,-0.1086467373834783,-0.09007688088825716,-0.05062726039866272
2025-09-17,-0.10961105753776934,-0.10961105753776956,-0.09133505006053022,-0.05183843508991193
2025-09-18,-0.12214721954355512,-0.12214721954355545,-0.10443925461075643,-0.0683972719602094
2025-09-19,-0.12568306010928976,-0.12568306010928998,-0.1068489562683067,-0.06938010260166083
2025-09-22,-0.1282545805207329,-0.12825458052073324,-0.11078385706168248,-0.07298336029292096
2025-09-23,-0.12182577949212481,-0.12182577949212503,-0.10754368338229847,-0.07109920069100151
2025-09-24,-0.12407585985213765,-0.12407585985213787,-0.10955462101686475,-0.07218403086272429
2025-09-25,-0.12279009964641596,-0.1227900996464163,-0.11201375002723768,-0.07819313448990362
2025-09-26,-0.1170041787206686,-0.11700417872066893,-0.10710305823050337,-0.07516248762196531
2025-09-29,-0.12246865959498565,-0.12246865959498587,-0.1085938233650735,-0.07134666245936305
2025-09-30,-0.12407585985213765,-0.12407585985213787,-0.11097425743360434,-0.07743401870074273
2025-10-09,-0.11025393764063007,-0.1102539376406303,-0.1010042447790781,-0.0736760893074826
2025-10-10,-0.10864673738347796,-0.1086467373834783,-0.10012809973505621,-0.07241711042040555
2025-10-13,-0.10671809707489566,-0.10671809707489588,-0.10115872526359304,-0.07654676726260412
2025-10-14,-0.10028929604628734,-0.10028929604628767,-0.09198525487037357,-0.060217138416234994
2025-10-15,-0.10221793635486986,-0.10221793635486998,-0.09211559966984617,-0.053949945759753204
2025-10-16,-0.0948248151719705,-0.0948248151719705,-0.08389001035760557,-0.045684147257376684
2025-10-17,-0.0964320154291225,-0.09643201542912272,-0.09073331341328128,-0.05700653056410754
2025-10-20,-0.09836065573770503,-0.09836065573770503,-0.09114975373675693,-0.054931314285675215
2025-10-21,-0.10286081645773071,-0.10286081645773082,-0.09332400498511983,-0.05258309779524162
2025-10-22,-0.09868209578913534,-0.09868209578913545,-0.09197386999741552,-0.05297918977689753
2025-10-23,-0.09257473481195755,-0.09257473481195766,-0.08624620716580744,-0.046590344723642874
2025-10-24,-0.09386049501767924,-0.09386049501767935,-0.08960245469643147,-0.05395588591882361
2025-10-27,-0.09032465445194471,-0.09032465445194493,-0.08793432453103012,-0.05561599946522189
2025-10-28,-0.0851816136290583,-0.0851816136290584,-0.08506050596638748,-0.054832863255717235
2025-10-29,-0.09064609450337524,-0.09064609450337535,-0.09114961816434453,-0.05817663771395065
2025-10-30,-0.08486017357762776,-0.0848601735776281,-0.08654258412678473,-0.05538140061611141
2025-10-31,-0.09675345548055292,-0.09675345548055314,-0.09367488863303763,-0.06112132436627504
2025-11-03,-0.0900032144005144,-0.09000321440051462,-0.08777377360288063,-0.0530971829711917
2025-11-04,-0.0806814529090325,-0.08068145290903272,-0.08343998143505404,-0.04699588992483228
2025-11-05,-0.08646737383477987,-0.08646737383477998,-0.08708515560364938,-0.051053431430901575
2025-11-06,-0.08389585342333661,-0.08389585342333683,-0.0846288442418307,-0.04886905836909072
2025-11-07,-0.08325297332047576,-0.08325297332047599,-0.08382163347173743,-0.047753479255218556
2025-11-10,-0.08293153326904545,-0.08293153326904568,-0.07484916002041342,-0.034731499911686115
2025-11-11,-0.08003857280617177,-0.08003857280617199,-0.07264764438607751,-0.03325415481587224
2025-11-12,-0.08036001285760208,-0.08036001285760241,-0.07154023292696743,-0.0290429756902455
2025-11-13,-0.08582449373191903,-0.08582449373191936,-0.07362151275230977,-0.024805585166955524
2025-11-14,-0.08903889424622313,-0.08903889424622347,-0.07824658836593845,-0.029445111468089924
2025-11-17,-0.0948248151719705,-0.09482481517197072,-0.07986932356441445,-0.03256996819667424
2025-11-18,-0.09514625522340092,-0.09514625522340125,-0.07405550261110583,-0.025182985165536853
2025-11-19,-0.09257473481195755,-0.09257473481195777,-0.07221830687667519,-0.020893311559570527
2025-11-20,-0.09546769527483134,-0.09546769527483145,-0.07541325870438953,-0.02373450761485052
2025-11-21,-0.0948248151719705,-0.09482481517197061,-0.07692099314175149,-0.030878803369561947
2025-11-24,-0.09386049501767924,-0.09386049501767924,-0.0791480130604525,-0.03721313294930351
2025-11-25,-0.09900353584056587,-0.09900353584056587,-0.08111426079275696,-0.03128709541779506
2025-11-26,-0.10189649630343955,-0.10189649630343955,-0.08240649570386682,-0.03016286938095758
2025-11-27,-0.09707489553198334,-0.09707489553198345,-0.08027846137430006,-0.03193004336265848
2025-11-28,-0.10061073609771787,-0.10061073609771798,-0.08064938079205197,-0.03227860695209683
2025-12-01,-0.09771777563484418,-0.0977177756348443,-0.07827481527967495,-0.030633332900881105
2025-12-02,-0.0916104146576664,-0.0916104146576665,-0.0760479816753169,-0.031156359127813005
2025-12-03,-0.09128897460623608,-0.09128897460623608,-0.07734438005957045,-0.03568667370586265
2025-12-04,-0.09225329476052724,-0.09225329476052735,-0.07977963400158428,-0.03682452507167666
2025-12-05,-0.09771777563484418,-0.09771777563484418,-0.08278980105017153,-0.025290505110202033
2025-12-08,-0.1041465766634524,-0.1041465766634524,-0.08875126941615208,-0.025603275516157153
