Date,Integer ILP,Maximum Sharpe,Minimum Variance,Equal Weight
2024-12-31,1.0,1.0,1.0,1.0
2025-01-02,0.988155668358714,0.988155668358714,0.9844369960095233,0.977408266040215
2025-01-03,0.9813874788494078,0.9813874788494078,0.9775807272387367,0.9718230341985901
2025-01-06,0.9776649746192894,0.9776649746192894,0.970652247201738,0.9668643144905872
2025-01-07,0.9712351945854484,0.9712351945854484,0.965580899533632,0.9631581904436722
2025-01-08,0.9813874788494078,0.9813874788494077,0.9741380003794559,0.9696612072491311
2025-01-09,0.9742808798646362,0.9742808798646361,0.9684564034214015,0.9639228708106578
2025-01-10,0.9769881556683587,0.9769881556683586,0.9667955646458848,0.9571006257783837
2025-01-13,0.9749576988155668,0.9749576988155666,0.9660067523805187,0.9562639644466029
2025-01-14,0.9759729272419628,0.9759729272419625,0.9716770681042095,0.9684339911151073
2025-01-15,0.9746192893401016,0.9746192893401012,0.9705137114698139,0.9695778031100992
2025-01-16,0.9759729272419628,0.9759729272419625,0.9684528648845597,0.9679036651626133
2025-01-17,0.9817258883248731,0.981725888324873,0.972982775721989,0.9698319209662801
2025-01-20,0.9803722504230118,0.9803722504230117,0.9699816606451719,0.9670178696044002
2025-01-21,0.9868020304568528,0.9868020304568528,0.9719142107146156,0.9662600007012042
2025-01-22,0.9708967851099831,0.9708967851099831,0.957517877694769,0.9513786951740478
2025-01-23,0.9644670050761421,0.9644670050761421,0.9551701541371104,0.9588463450671804
2025-01-24,0.9543147208121827,0.9543147208121827,0.9488460935566955,0.960042047299722
2025-01-27,0.9780033840947546,0.9780033840947545,0.9653253559645208,0.968165649000681
2025-02-05,0.9593908629441624,0.9593908629441624,0.9439861668950726,0.9460541658464187
2025-02-06,0.9566835871404399,0.9566835871404399,0.9447033706398393,0.9511110672009798
2025-02-07,0.9519458544839255,0.9519458544839254,0.9457434925827609,0.9575005194138366
2025-02-10,0.9445008460236887,0.9445008460236886,0.9400361496941756,0.956122631241917
2025-02-11,0.9441624365482234,0.9441624365482232,0.9377963811666868,0.9533428737223328
2025-02-12,0.9472081218274112,0.947208121827411,0.9440826177380719,0.9637549905614868
2025-02-13,0.9532994923857868,0.9532994923857868,0.9523693559535987,0.9706884003803428
2025-02-14,0.9546531302876481,0.954653130287648,0.9552801020705475,0.9772052954564892
2025-02-17,0.9532994923857868,0.9532994923857868,0.95262160625376,0.9742235901513819
2025-02-18,0.9597292724196278,0.9597292724196277,0.956310724088302,0.9743268712102037
2025-02-19,0.9499153976311336,0.9499153976311336,0.9568297902023035,0.9806599950497559
2025-02-20,0.9489001692047377,0.9489001692047376,0.9527734083990551,0.9731681241774075
2025-02-21,0.9407783417935702,0.9407783417935701,0.9477774354207871,0.9719164304942678
2025-02-24,0.9323181049069373,0.9323181049069372,0.9404045549972383,0.9702080134352309
2025-02-25,0.9248730964467005,0.9248730964467002,0.9320447842035022,0.9593067520441066
2025-02-26,0.9350253807106599,0.9350253807106595,0.9399320513440182,0.9672095940499029
2025-02-27,0.9313028764805414,0.9313028764805411,0.9456761675356222,0.979452022084411
2025-02-28,0.9265651438240271,0.9265651438240267,0.9442802046728206,0.9747885194529268
2025-03-03,0.916751269035533,0.9167512690355326,0.9344974308933434,0.968121676441873
2025-03-04,0.9187817258883249,0.9187817258883244,0.9331308109118739,0.9633335566877596
2025-03-05,0.9299492385786802,0.9299492385786797,0.9411281640099995,0.9715022092484358
2025-03-06,0.921150592216582,0.9211505922165816,0.940735696349383,0.9814872498051292
2025-03-07,0.9225042301184433,0.922504230118443,0.942288552292369,0.9843054466134089
2025-03-10,0.9170896785109983,0.917089678510998,0.9362643073349627,0.9774853760208118
2025-03-11,0.9201353637901861,0.9201353637901859,0.9427093757798428,0.9863234183688745
2025-03-12,0.917766497461929,0.9177664974619286,0.9392335585570618,0.9821210884177503
2025-03-13,0.922165820642978,0.9221658206429777,0.9418437838140533,0.983693485216722
2025-03-14,0.9289340101522843,0.9289340101522839,0.9701006521526407,1.028521450678708
2025-03-17,0.9262267343485617,0.9262267343485615,0.9655033778748581,1.0238484521123368
2025-03-18,0.9204737732656514,0.9204737732656512,0.9588750746466063,1.020645821601273
2025-03-19,0.9350253807106599,0.9350253807106597,0.9693250766738273,1.0292968073255424
2025-03-20,0.9353637901861253,0.9353637901861249,0.9640422898011358,1.01364764502171
2025-03-21,0.9272419627749577,0.9272419627749574,0.951567758406138,0.9980631588120419
2025-03-24,0.937394247038917,0.9373942470389168,0.961320406858953,1.0069034503019068
2025-03-25,0.9451776649746193,0.9451776649746191,0.9678437411963745,1.0098036950906175
2025-03-26,0.9417935702199661,0.9417935702199659,0.9626453057566198,0.996616106914985
2025-03-27,0.9397631133671743,0.939763113367174,0.9639872117478521,1.0028605504904795
2025-03-28,0.9424703891708968,0.9424703891708964,0.9642082320239137,1.0010478540706549
2025-03-31,0.9411167512690355,0.941116751269035,0.9603162411083748,0.9957620952743397
2025-04-01,0.9441624365482234,0.944162436548223,0.961280788134832,0.9937295780283854
2025-04-02,0.9417935702199661,0.9417935702199658,0.9575926828759079,0.9909833576741787
2025-04-03,0.961082910321489,0.9610829103214885,0.974335245212442,0.9989640749478268
2025-04-07,0.9587140439932318,0.9587140439932312,0.9600718296713737,0.9648981169770638
2025-04-08,0.9830795262267343,0.9830795262267339,0.9869897802400931,0.9878601070558094
2025-04-09,1.0006768189509305,1.00067681895093,1.0016055205071,0.9917553290397856
2025-04-10,0.9871404399323181,0.9871404399323176,0.9955772730099428,0.996471391241261
2025-04-11,0.988155668358714,0.9881556683587134,0.9961755904868688,0.9978241156009259
2025-04-14,0.9864636209813875,0.9864636209813867,0.9937643231055255,0.9961122066001669
2025-04-15,0.9905245346869712,0.9905245346869704,0.9980342922613151,1.002566590664087
2025-04-16,0.9949238578680203,0.9949238578680195,1.0029713825632105,1.0067072890210969
2025-04-17,0.9884940778341793,0.9884940778341786,0.9997330976333686,1.0071797502158486
2025-04-18,1.001015228426396,1.0010152284263951,1.0075509192564782,1.0128726966143693
2025-04-21,0.9918781725888325,0.9918781725888317,0.9966697845094514,1.0025952838886423
2025-04-22,0.9925549915397631,0.9925549915397623,0.9956822717357215,1.001289391440232
2025-04-23,0.988155668358714,0.9881556683587134,0.9936373536836509,1.0017195542560418
2025-04-24,0.9969543147208122,0.9969543147208116,1.0002685300762144,1.0076073675362756
2025-04-25,0.9989847715736041,0.9989847715736034,1.000159803282387,1.0063621674616463
2025-04-28,1.0057529610829103,1.0057529610829097,1.0024874060660327,1.005976080739401
2025-04-29,0.9969543147208122,0.9969543147208115,0.9971672137753459,1.002285928475088
2025-04-30,0.9983079526226735,0.9983079526226727,1.0027016861241587,1.0025478775419059
2025-05-06,0.9874788494077834,0.9874788494077826,0.9966171347596335,1.003839890757785
2025-05-07,0.9932318104906938,0.993231810490693,1.0007711030350022,1.0094762634725276
2025-05-08,0.9918781725888325,0.9918781725888317,1.0028754292671227,1.0187636416863268
2025-05-09,1.0,0.9999999999999992,1.0099229665721494,1.0243848762153456
2025-05-12,0.9996615905245347,0.9996615905245338,1.0132651274536817,1.0331244508724395
2025-05-13,1.0064297800338409,1.0064297800338402,1.01647697318218,1.035106869382585
2025-05-14,1.0179357021996616,1.017935702199661,1.0296016057282924,1.0546446585833278
2025-05-15,1.027072758037225,1.0270727580372245,1.0359205545019217,1.0558194406002814
2025-05-16,1.0186125211505923,1.0186125211505916,1.0276448448113509,1.0448017091886177
2025-05-19,1.0311336717428088,1.0311336717428081,1.031308892292666,1.0400896256066177
2025-05-20,1.0382402707275804,1.0382402707275797,1.040461333577269,1.04880143509169
2025-05-21,1.0423011844331642,1.0423011844331636,1.0413167401634298,1.0482499353595194
2025-05-22,1.0500846023688664,1.0500846023688657,1.047715968614375,1.0536644939513666
2025-05-23,1.0318104906937395,1.0318104906937386,1.0352884571070595,1.0447206146260155
2025-05-26,1.0267343485617597,1.026734348561759,1.0306348432546317,1.0414669086733075
2025-05-27,1.0240270727580372,1.0240270727580367,1.0273227616477238,1.0387306351954315
2025-05-28,1.0331641285956006,1.0331641285956004,1.0343061037524977,1.0413167644069063
2025-05-29,1.0250423011844332,1.0250423011844327,1.0260053411158685,1.0361518502131213
2025-05-30,1.0219966159052454,1.021996615905245,1.021561967773758,1.0312443655935015
2025-06-03,1.0203045685279188,1.0203045685279184,1.0213413322645364,1.0357500514083442
2025-06-04,1.0115059221658207,1.0115059221658202,1.016154836096985,1.0343087867946559
2025-06-05,1.0084602368866329,1.0084602368866324,1.0127609684592134,1.0339425166673866
2025-06-06,1.0148900169204738,1.0148900169204733,1.0071749930695957,1.0219212984492612
2025-06-09,1.0145516074450085,1.014551607445008,1.0058647604352977,1.021883740585903
2025-06-10,1.016243654822335,1.0162436548223346,1.0043164423116995,1.0181414395112618
2025-06-11,1.0213197969543146,1.0213197969543142,1.0079918301424668,1.025905784433007
2025-06-12,1.0216582064297801,1.0216582064297797,1.0044961354476045,1.0223594488108758
2025-06-13,1.0362098138747884,1.0362098138747882,1.0086802105007815,1.017800870154227
2025-06-16,1.0307952622673435,1.030795262267343,1.005892902236992,1.018614126143022
2025-06-17,1.0379018612521151,1.0379018612521147,1.0110113987587563,1.021318363169019
2025-06-18,1.0392554991539764,1.039255499153976,1.0105443675843562,1.0180474428235817
2025-06-19,1.0395939086294417,1.0395939086294412,1.009311660731593,1.0134400559828127
2025-06-20,1.0287648054145515,1.0287648054145513,1.0047389193625849,1.0207092785315324
2025-06-23,1.0372250423011844,1.0372250423011842,1.007050820402034,1.0210882046000085
2025-06-24,1.0348561759729273,1.0348561759729271,1.0086492214521845,1.0323075693615642
2025-06-25,1.0450084602368865,1.0450084602368865,1.016089702549676,1.042161623997573
2025-06-26,1.052791878172589,1.0527918781725887,1.0209306585525064,1.043725225548565
2025-06-27,1.022673434856176,1.022673434856176,0.998612526154129,1.0251862870722654
2025-06-30,1.0199661590524534,1.0199661590524536,0.9971411350953606,1.0187641205680285
2025-07-01,1.0277495769881557,1.0277495769881557,1.0006296028741575,1.0211703885139074
2025-07-02,1.023688663282572,1.023688663282572,0.9999938377975314,1.024432759222066
2025-07-03,1.0182741116751268,1.0182741116751268,0.9966777073647164,1.022475524080355
2025-07-04,1.020642978003384,1.020642978003384,0.9994397145777064,1.0288950236174217
2025-07-07,1.0240270727580372,1.0240270727580374,0.9978991786929019,1.0250055201929313
2025-07-08,1.0125211505922165,1.0125211505922167,0.9926668777593327,1.026283929508999
2025-07-09,1.0145516074450085,1.0145516074450085,0.9949731272166398,1.0244784607438084
2025-07-10,1.011844331641286,1.011844331641286,0.9950714794701984,1.0341442140942518
2025-07-11,1.0287648054145515,1.0287648054145515,1.0031468709838973,1.0288520055802493
2025-07-14,1.0358714043993231,1.0358714043993231,1.0057788829279384,1.0274821477138079
2025-07-15,1.031472081218274,1.031472081218274,1.0006704905816126,1.020712335025555
2025-07-16,1.0267343485617597,1.0267343485617595,0.9985721986465201,1.0193609544811844
2025-07-17,1.020642978003384,1.0206429780033839,0.9989804558049002,1.0226479255335108
2025-07-18,0.9983079526226735,0.9983079526226732,0.9874398735996021,1.0220990898126963
2025-07-21,0.9986463620981387,0.9986463620981386,0.9888070853334999,1.0234181177599821
2025-07-22,0.993570219966159,0.9935702199661588,0.9891801243967072,1.025459454766446
2025-07-23,0.9874788494077834,0.9874788494077832,0.9861941016859388,1.03062025279744
2025-07-24,0.9793570219966159,0.9793570219966157,0.9822252111460901,1.0319738478146738
2025-07-25,0.9729272419627749,0.9729272419627747,0.9719645816408514,1.0203704150791462
2025-07-28,0.9692047377326565,0.9692047377326563,0.9669479287499455,1.0218516529847292
2025-07-29,0.9688663282571912,0.968866328257191,0.9651925401525099,1.016860611895788
2025-07-30,0.9712351945854484,0.9712351945854483,0.9702265003109222,1.0269544833030644
2025-07-31,0.9421319796954315,0.9421319796954314,0.9464247642185524,1.0068458031965026
2025-08-01,0.9472081218274112,0.947208121827411,0.9496674942143102,1.006051098270733
2025-08-04,0.9522842639593908,0.9522842639593908,0.9533644690801331,1.0094028060855902
2025-08-05,0.9509306260575296,0.9509306260575295,0.9541996359874528,1.0156725797176187
2025-08-06,0.9465313028764806,0.9465313028764804,0.9510326772393117,1.0134727130024765
2025-08-07,0.9495769881556684,0.949576988155668,0.9528168934377796,1.0134241372750916
2025-08-08,0.9428087986463621,0.9428087986463618,0.9461909115916142,1.0058442266634062
2025-08-11,0.9370558375634518,0.9370558375634516,0.9462381403819207,1.0078251322562453
2025-08-12,0.939424703891709,0.9394247038917088,0.9462311507494836,1.0070014194128634
